liczba_przypadkow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;data_raportu;stan_rekordu_na;wojewodztwo
95;10;2;8;327;244;4227;1036;106;925;5;t16;20210119;NA;Opolskie
188;4;0;4;444;202;5300;1976;249;1706;21;t18;20210119;NA;Podkarpackie
126;3;0;3;613;247;5301;1246;149;1086;11;t20;20210119;NA;Podlaskie
411;22;4;18;1495;1129;15971;2712;462;2191;59;t22;20210119;NA;Pomorskie
368;31;2;29;1621;725;14264;3949;440;3450;59;t24;20210119;NA;Śląskie
77;4;0;4;247;162;2601;1466;111;1349;6;t26;20210119;NA;Świętokrzyskie
354;27;4;23;1111;595;10105;1920;382;1515;23;t28;20210119;NA;Warmińsko-mazurskie
413;27;8;19;1921;1112;18489;3982;513;3429;40;t30;20210119;NA;Wielkopolskie
392;14;0;14;1252;853;12560;2498;483;1959;56;t32;20210119;NA;Zachodniopomorskie
6919;443;106;337;11207;4595;188242;48317;7625;39862;830;t00;20210120;NA;cały kraj
336;25;13;12;740;237;13001;3448;388;3006;54;t02;20210120;NA;Dolnośląskie
534;36;10;26;991;410;13744;2777;576;2146;55;t04;20210120;NA;Kujawsko-pomorskie
357;32;3;29;556;142;8145;2222;396;1793;33;t06;20210120;NA;Lubelskie
201;19;15;4;288;175;5301;1279;223;1042;14;t08;20210120;NA;Lubuskie
393;41;7;34;725;229;11882;3219;435;2725;59;t10;20210120;NA;Łódzkie
280;18;5;13;503;201;9664;2831;302;2480;49;t12;20210120;NA;Małopolskie
890;49;19;30;1771;688;36241;7027;1032;5819;176;t14;20210120;NA;Mazowieckie
138;4;0;4;218;112;4344;910;150;754;6;t16;20210120;NA;Opolskie
192;14;2;12;259;116;5669;2145;228;1889;28;t18;20210120;NA;Podkarpackie
329;19;1;18;337;83;5245;1196;348;831;17;t20;20210120;NA;Podlaskie
582;44;3;41;1011;552;16211;3192;629;2474;89;t22;20210120;NA;Pomorskie
649;35;1;34;1027;298;14745;5017;710;4239;68;t24;20210120;NA;Śląskie
125;13;0;13;162;81;2739;1515;142;1335;38;t26;20210120;NA;Świętokrzyskie
549;23;3;20;650;233;10089;2087;571;1492;24;t28;20210120;NA;Warmińsko-mazurskie
683;50;24;26;1180;439;18815;4366;747;3563;56;t30;20210120;NA;Wielkopolskie
550;21;0;21;781;547;12387;2648;589;2015;44;t32;20210120;NA;Zachodniopomorskie
7152;419;81;338;10947;6423;190953;47141;7918;38419;804;t00;20210121;NA;cały kraj
567;11;10;1;672;321;13251;3701;631;2998;72;t02;20210121;NA;Dolnośląskie
729;44;4;40;922;586;13724;3110;790;2277;43;t04;20210121;NA;Kujawsko-pomorskie
323;24;4;20;545;392;8274;2125;365;1727;33;t06;20210121;NA;Lubelskie
217;23;8;15;355;169;5384;1198;234;948;16;t08;20210121;NA;Lubuskie
410;44;4;40;669;452;12036;3502;474;2950;78;t10;20210121;NA;Łódzkie
315;13;8;5;530;258;9588;2696;343;2311;42;t12;20210121;NA;Małopolskie
874;63;7;56;1760;851;36493;6362;986;5231;145;t14;20210121;NA;Mazowieckie
143;7;0;7;181;145;4463;1219;174;1022;23;t16;20210121;NA;Opolskie
216;15;0;15;281;136;5725;1815;238;1569;8;t18;20210121;NA;Podkarpackie
226;3;0;3;346;155;5427;981;242;729;10;t20;20210121;NA;Podlaskie
740;31;5;26;934;626;16756;3346;785;2493;68;t22;20210121;NA;Pomorskie
489;27;2;25;973;508;14718;4528;577;3899;52;t24;20210121;NA;Śląskie
147;26;3;23;175;121;2869;1245;174;1037;34;t26;20210121;NA;Świętokrzyskie
415;26;8;18;690;568;10471;1905;443;1443;19;t28;20210121;NA;Warmińsko-mazurskie
740;36;17;19;1126;604;19211;3858;790;3014;54;t30;20210121;NA;Wielkopolskie
469;26;1;25;780;464;12538;2546;522;1940;84;t32;20210121;NA;Zachodniopomorskie
6640;346;76;270;10811;8974;188758;45108;7386;36950;772;t00;20210122;NA;cały kraj
366;17;10;7;676;471;12906;3902;410;3439;53;t02;20210122;NA;Dolnośląskie
613;22;1;21;981;826;13591;2820;669;2104;47;t04;20210122;NA;Kujawsko-pomorskie
311;22;1;21;512;492;8113;1874;349;1491;34;t06;20210122;NA;Lubelskie
208;6;5;1;302;230;5425;1346;232;1103;11;t08;20210122;NA;Lubuskie
351;23;3;20;692;537;11698;2668;404;2206;58;t10;20210122;NA;Łódzkie
270;10;8;2;518;384;9641;2460;291;2131;38;t12;20210122;NA;Małopolskie
856;64;21;43;1719;1117;35882;6234;975;5081;178;t14;20210122;NA;Mazowieckie
113;6;1;5;208;185;4461;931;128;789;14;t16;20210122;NA;Opolskie
175;20;4;16;277;239;5706;1705;200;1492;13;t18;20210122;NA;Podkarpackie
229;10;0;10;365;297;5501;1181;249;916;16;t20;20210122;NA;Podlaskie
770;22;5;17;1003;811;16805;3874;848;2944;82;t22;20210122;NA;Pomorskie
488;33;0;33;955;806;14332;4160;532;3581;47;t24;20210122;NA;Śląskie
125;8;1;7;153;131;2828;1263;149;1089;25;t26;20210122;NA;Świętokrzyskie
476;27;6;21;642;619;10184;1942;500;1412;30;t28;20210122;NA;Warmińsko-mazurskie
672;37;10;27;1053;1009;19181;3839;767;3021;51;t30;20210122;NA;Wielkopolskie
504;19;0;19;752;746;12485;2436;555;1829;52;t32;20210122;NA;Zachodniopomorskie
6322;346;82;264;10670;10089;184639;44490;7029;36723;738;t00;20210123;NA;cały kraj
414;15;9;6;650;530;12699;3675;463;3123;89;t02;20210123;NA;Dolnośląskie
644;28;4;24;927;1077;13102;3017;732;2240;45;t04;20210123;NA;Kujawsko-pomorskie
378;16;2;14;552;429;7864;2132;418;1677;37;t06;20210123;NA;Lubelskie
166;8;7;1;324;320;5320;998;186;799;13;t08;20210123;NA;Lubuskie
348;26;4;22;665;651;11390;2956;384;2530;42;t10;20210123;NA;Łódzkie
250;23;8;15;499;360;9258;2689;274;2381;34;t12;20210123;NA;Małopolskie
936;43;10;33;1731;1252;36183;6715;1044;5524;147;t14;20210123;NA;Mazowieckie
95;6;2;4;199;231;4264;1007;110;891;6;t16;20210123;NA;Opolskie
159;8;0;8;264;244;5587;1807;194;1592;21;t18;20210123;NA;Podkarpackie
218;13;0;13;343;325;5354;1245;237;996;12;t20;20210123;NA;Podlaskie
513;44;12;32;944;976;16479;2905;567;2260;78;t22;20210123;NA;Pomorskie
529;30;2;28;1000;684;13621;3870;581;3240;49;t24;20210123;NA;Śląskie
90;15;3;12;174;176;2805;1033;106;907;20;t26;20210123;NA;Świętokrzyskie
361;27;7;20;620;681;9619;1628;385;1221;22;t28;20210123;NA;Warmińsko-mazurskie
600;30;12;18;1039;1202;18877;3717;679;2986;52;t30;20210123;NA;Wielkopolskie
477;14;0;14;734;878;12203;2321;510;1768;43;t32;20210123;NA;Zachodniopomorskie
4683;110;22;88;307;7934;176192;30965;5187;25208;570;t00;20210124;NA;cały kraj
251;2;0;2;12;494;12216;1961;278;1651;32;t02;20210124;NA;Dolnośląskie
447;11;0;11;74;754;12210;2125;529;1545;51;t04;20210124;NA;Kujawsko-pomorskie
234;15;1;14;17;360;7480;1521;260;1237;24;t06;20210124;NA;Lubelskie
145;4;3;1;4;235;4909;806;170;627;9;t08;20210124;NA;Lubuskie
283;4;2;2;18;437;10961;1983;304;1618;61;t10;20210124;NA;Łódzkie
219;6;3;3;6;333;8808;1899;243;1617;39;t12;20210124;NA;Małopolskie
687;14;7;7;45;1075;35214;4749;754;3889;106;t14;20210124;NA;Mazowieckie
104;0;0;0;6;227;4022;877;117;747;13;t16;20210124;NA;Opolskie
191;3;1;2;3;235;5347;1452;211;1217;24;t18;20210124;NA;Podkarpackie
161;9;0;9;6;260;4999;601;180;401;20;t20;20210124;NA;Podlaskie
461;4;0;4;13;781;15624;2310;502;1765;43;t22;20210124;NA;Pomorskie
352;7;0;7;36;605;13134;2279;394;1859;26;t24;20210124;NA;Śląskie
81;1;0;1;4;127;2748;950;95;831;24;t26;20210124;NA;Świętokrzyskie
170;1;0;1;10;477;9151;770;181;576;13;t28;20210124;NA;Warmińsko-mazurskie
509;23;5;18;39;799;17850;2767;545;2199;23;t30;20210124;NA;Wielkopolskie
259;6;0;6;14;654;11512;1512;285;1193;34;t32;20210124;NA;Zachodniopomorskie
2419;38;10;28;193;7401;170854;19945;2743;16877;325;t00;20210125;NA;cały kraj
179;1;0;1;6;371;11853;1774;198;1546;30;t02;20210125;NA;Dolnośląskie
218;5;0;5;42;686;11660;1298;232;1045;21;t04;20210125;NA;Kujawsko-pomorskie
78;2;1;1;11;363;7113;828;111;712;5;t06;20210125;NA;Lubelskie
134;0;0;0;8;232;4810;664;145;512;7;t08;20210125;NA;Lubuskie
118;0;0;0;18;456;10659;1097;135;944;18;t10;20210125;NA;Łódzkie
115;0;0;0;5;289;8633;1325;128;1184;13;t12;20210125;NA;Małopolskie
371;4;2;2;21;1069;34707;2977;420;2484;73;t14;20210125;NA;Mazowieckie
45;0;0;0;2;152;3892;503;51;444;8;t16;20210125;NA;Opolskie
61;0;0;0;2;194;5267;719;72;636;11;t18;20210125;NA;Podkarpackie
95;1;1;0;2;230;4786;451;106;341;4;t20;20210125;NA;Podlaskie
357;4;1;3;26;709;14848;1787;388;1354;45;t22;20210125;NA;Pomorskie
147;1;0;1;8;588;12740;1981;174;1772;35;t24;20210125;NA;Śląskie
40;0;0;0;0;135;2627;619;51;553;15;t26;20210125;NA;Świętokrzyskie
75;0;0;0;10;512;8805;570;84;483;3;t28;20210125;NA;Warmińsko-mazurskie
200;20;5;15;22;709;17352;1656;233;1409;14;t30;20210125;NA;Wielkopolskie
130;0;0;0;10;642;11082;925;149;763;13;t32;20210125;NA;Zachodniopomorskie
4604;264;39;225;17689;6251;177875;42669;5600;36438;631;t00;20210126;NA;cały kraj
312;29;13;16;1089;364;12239;3981;411;3490;80;t02;20210126;NA;Dolnośląskie
452;20;0;20;1635;576;12163;2806;582;2184;40;t04;20210126;NA;Kujawsko-pomorskie
336;18;3;15;900;360;7572;2226;406;1775;45;t06;20210126;NA;Lubelskie
93;5;3;2;530;182;4971;1069;107;951;11;t08;20210126;NA;Lubuskie
256;13;1;12;953;347;11289;2830;302;2481;47;t10;20210126;NA;Łódzkie
159;18;3;15;818;230;8986;2421;202;2185;34;t12;20210126;NA;Małopolskie
570;34;3;31;2668;896;36265;5458;719;4650;89;t14;20210126;NA;Mazowieckie
78;10;1;9;362;162;3958;941;96;840;5;t16;20210126;NA;Opolskie
136;3;0;3;494;240;5358;1718;199;1509;10;t18;20210126;NA;Podkarpackie
145;0;0;0;694;153;5403;1036;163;861;12;t20;20210126;NA;Podlaskie
361;25;3;22;1398;670;15401;2682;398;2227;57;t22;20210126;NA;Pomorskie
342;36;5;31;1668;416;13569;4033;416;3565;52;t24;20210126;NA;Śląskie
86;5;0;5;278;108;2764;1211;135;1049;27;t26;20210126;NA;Świętokrzyskie
383;23;4;19;1131;302;8838;1860;406;1448;6;t28;20210126;NA;Warmińsko-mazurskie
442;13;0;13;1955;818;17942;3700;537;3120;43;t30;20210126;NA;Wielkopolskie
298;12;0;12;1110;372;11145;2109;338;1723;48;t32;20210126;NA;Zachodniopomorskie
6789;389;97;292;11232;3104;176833;47406;7536;39036;834;t00;20210127;NA;cały kraj
343;30;12;18;704;188;12292;3845;404;3381;60;t02;20210127;NA;Dolnośląskie
634;45;7;38;1022;264;12056;3131;701;2387;43;t04;20210127;NA;Kujawsko-pomorskie
358;22;2;20;478;122;7609;2227;383;1799;45;t06;20210127;NA;Lubelskie
174;9;9;0;297;75;4860;1239;183;1044;12;t08;20210127;NA;Lubuskie
392;32;8;24;687;134;11299;3368;435;2864;69;t10;20210127;NA;Łódzkie
359;32;22;10;501;112;8740;2834;386;2411;37;t12;20210127;NA;Małopolskie
934;50;6;44;1969;515;36234;6798;1085;5534;179;t14;20210127;NA;Mazowieckie
105;1;0;1;221;77;4013;865;114;741;10;t16;20210127;NA;Opolskie
182;10;3;7;295;79;5287;1972;219;1735;18;t18;20210127;NA;Podkarpackie
317;16;0;16;332;101;5348;1414;342;1055;17;t20;20210127;NA;Podlaskie
636;31;4;27;924;425;15207;3461;679;2697;85;t22;20210127;NA;Pomorskie
623;34;2;32;1051;208;13768;4634;676;3878;80;t24;20210127;NA;Śląskie
97;4;0;4;172;84;2723;1397;118;1257;22;t26;20210127;NA;Świętokrzyskie
435;21;2;19;654;129;8759;1825;454;1352;19;t28;20210127;NA;Warmińsko-mazurskie
656;38;19;19;1157;225;17915;3718;711;2945;62;t30;20210127;NA;Wielkopolskie
401;14;1;13;758;317;10706;2257;477;1728;52;t32;20210127;NA;Zachodniopomorskie
7156;389;78;311;10686;4969;178510;47689;7923;39044;722;t00;20210128;2021-01-27;cały kraj
527;28;8;20;588;286;11943;4572;629;3851;92;t02;20210128;2021-01-27;Dolnośląskie
718;37;5;32;927;466;12480;3129;789;2277;63;t04;20210128;2021-01-27;Kujawsko-pomorskie
354;33;2;31;522;275;7884;2194;392;1772;30;t06;20210128;2021-01-27;Lubelskie
226;32;19;13;298;126;4805;1248;249;990;9;t08;20210128;2021-01-27;Lubuskie
391;31;1;30;654;288;11426;3087;451;2601;35;t10;20210128;2021-01-27;Łódzkie
290;11;1;10;521;248;8677;2662;322;2303;37;t12;20210128;2021-01-27;Małopolskie
1046;43;9;34;1770;680;36074;6747;1172;5446;129;t14;20210128;2021-01-27;Mazowieckie
153;4;0;4;189;109;4024;1071;158;898;15;t16;20210128;2021-01-27;Opolskie
270;13;0;13;316;165;5401;1925;293;1617;15;t18;20210128;2021-01-27;Podkarpackie
209;8;0;8;351;117;5573;1006;221;777;8;t20;20210128;2021-01-27;Podlaskie
659;18;0;18;925;443;15407;3466;715;2679;72;t22;20210128;2021-01-27;Pomorskie
557;28;2;26;1043;404;13650;4659;618;3988;53;t24;20210128;2021-01-27;Śląskie
114;9;1;8;166;99;2713;1358;133;1195;30;t26;20210128;2021-01-27;Świętokrzyskie
413;38;8;30;610;359;9382;1812;433;1364;15;t28;20210128;2021-01-27;Warmińsko-mazurskie
669;39;22;17;1109;462;18376;3874;721;3106;47;t30;20210128;2021-01-27;Wielkopolskie
420;17;0;17;692;389;10681;2278;473;1751;54;t32;20210128;2021-01-27;Zachodniopomorskie
6144;336;65;271;10407;6827;177684;45020;6901;37457;662;t00;20210129;2021-01-28;cały kraj
386;13;4;9;627;364;11867;3625;447;3123;55;t02;20210129;2021-01-28;Dolnośląskie
500;15;1;14;887;555;12519;3043;594;2403;46;t04;20210129;2021-01-28;Kujawsko-pomorskie
264;17;4;13;514;350;7685;2624;297;2288;39;t06;20210129;2021-01-28;Lubelskie
171;12;6;6;322;208;4798;1136;185;943;8;t08;20210129;2021-01-28;Lubuskie
309;33;6;27;619;376;11254;2517;342;2136;39;t10;20210129;2021-01-28;Łódzkie
250;11;3;8;492;275;8568;2613;273;2311;29;t12;20210129;2021-01-28;Małopolskie
972;74;14;60;1700;859;36021;7269;1131;5987;151;t14;20210129;2021-01-28;Mazowieckie
145;5;1;4;187;153;3941;1049;158;881;10;t16;20210129;2021-01-28;Opolskie
222;14;4;10;285;166;5533;1789;265;1499;25;t18;20210129;2021-01-28;Podkarpackie
254;21;1;20;369;298;5478;1247;272;964;11;t20;20210129;2021-01-28;Podlaskie
556;15;2;13;957;676;15483;3000;603;2323;74;t22;20210129;2021-01-28;Pomorskie
427;23;1;22;944;604;13345;4120;489;3591;40;t24;20210129;2021-01-28;Śląskie
93;9;0;9;151;132;2693;1267;119;1117;31;t26;20210129;2021-01-28;Świętokrzyskie
442;12;2;10;646;518;9406;1869;465;1382;22;t28;20210129;2021-01-28;Warmińsko-mazurskie
656;37;16;21;1070;699;18361;3983;713;3240;30;t30;20210129;2021-01-28;Wielkopolskie
411;25;0;25;635;537;10714;2125;432;1652;41;t32;20210129;2021-01-28;Zachodniopomorskie
5864;303;53;250;11131;7557;174906;44905;6540;37660;705;t00;20210130;2021-01-29;cały kraj
338;14;8;6;662;435;11644;3003;398;2570;35;t02;20210130;2021-01-29;Dolnośląskie
482;24;2;22;954;759;12323;3102;576;2470;56;t04;20210130;2021-01-29;Kujawsko-pomorskie
318;19;1;18;549;379;7465;2117;357;1732;28;t06;20210130;2021-01-29;Lubelskie
178;6;4;2;304;252;4770;1159;188;954;17;t08;20210130;2021-01-29;Lubuskie
335;14;2;12;654;459;10943;2844;382;2416;46;t10;20210130;2021-01-29;Łódzkie
265;9;5;4;572;323;8261;2704;283;2382;39;t12;20210130;2021-01-29;Małopolskie
950;46;7;39;1963;1004;36291;6856;1067;5658;131;t14;20210130;2021-01-29;Mazowieckie
100;5;0;5;196;165;3775;781;106;660;15;t16;20210130;2021-01-29;Opolskie
150;16;3;13;338;239;5551;1640;182;1442;16;t18;20210130;2021-01-29;Podkarpackie
251;14;0;14;413;267;5439;1254;276;970;8;t20;20210130;2021-01-29;Podlaskie
523;37;1;36;950;825;15149;3562;578;2908;76;t22;20210130;2021-01-29;Pomorskie
493;20;5;15;943;540;12968;4039;537;3446;56;t24;20210130;2021-01-29;Śląskie
82;6;0;6;146;134;2637;1400;97;1261;42;t26;20210130;2021-01-29;Świętokrzyskie
326;13;2;11;659;445;9157;1516;345;1145;26;t28;20210130;2021-01-29;Warmińsko-mazurskie
549;38;13;25;1071;728;18141;3813;589;3183;41;t30;20210130;2021-01-29;Wielkopolskie
396;22;0;22;750;545;10380;2116;431;1643;42;t32;20210130;2021-01-29;Zachodniopomorskie
4706;98;27;71;260;6030;162805;32276;5181;26573;522;t00;20210131;2021-01-30;cały kraj
303;1;0;1;6;329;10829;2295;343;1920;32;t02;20210131;2021-01-30;Dolnośląskie
394;10;2;8;59;582;11207;1902;427;1437;38;t04;20210131;2021-01-30;Kujawsko-pomorskie
227;4;2;2;21;282;6912;1480;258;1195;27;t06;20210131;2021-01-30;Lubelskie
170;1;0;1;2;195;4558;958;205;742;11;t08;20210131;2021-01-30;Lubuskie
203;4;2;2;24;315;10379;1868;225;1608;35;t10;20210131;2021-01-30;Łódzkie
204;1;1;0;3;253;7563;2016;224;1768;24;t12;20210131;2021-01-30;Małopolskie
765;33;14;19;33;831;34400;5309;838;4362;109;t14;20210131;2021-01-30;Mazowieckie
124;0;0;0;2;110;3426;758;131;615;12;t16;20210131;2021-01-30;Opolskie
136;5;0;5;7;139;5098;1064;153;888;23;t18;20210131;2021-01-30;Podkarpackie
187;11;0;11;9;209;4927;757;205;538;14;t20;20210131;2021-01-30;Podlaskie
449;0;0;0;25;607;14084;2560;490;2027;43;t22;20210131;2021-01-30;Pomorskie
329;3;0;3;21;448;11986;2308;346;1930;32;t24;20210131;2021-01-30;Śląskie
82;1;0;1;0;104;2357;908;93;785;30;t26;20210131;2021-01-30;Świętokrzyskie
248;0;0;0;7;462;8549;941;259;675;7;t28;20210131;2021-01-30;Warmińsko-mazurskie
478;15;5;10;25;664;16753;2965;548;2394;23;t30;20210131;2021-01-30;Wielkopolskie
293;9;1;8;16;455;9766;1544;317;1185;42;t32;20210131;2021-01-30;Zachodniopomorskie
2503;42;9;33;189;6247;150420;21611;2953;18386;272;t00;20210201;2021-01-31;cały kraj
202;0;0;0;3;339;9953;1472;240;1212;20;t02;20210201;2021-01-31;Dolnośląskie
219;3;1;2;43;632;10310;1304;262;1031;11;t04;20210201;2021-01-31;Kujawsko-pomorskie
69;3;2;1;12;363;6380;848;89;751;8;t06;20210201;2021-01-31;Lubelskie
91;0;0;0;9;162;4302;521;103;413;5;t08;20210201;2021-01-31;Lubuskie
113;0;0;0;5;364;9867;1278;147;1118;13;t10;20210201;2021-01-31;Łódzkie
182;0;0;0;4;270;6993;1374;210;1146;18;t12;20210201;2021-01-31;Małopolskie
440;22;1;21;20;950;31660;3502;503;2936;63;t14;20210201;2021-01-31;Mazowieckie
44;0;0;0;2;102;3128;496;48;447;1;t16;20210201;2021-01-31;Opolskie
116;0;0;0;1;218;4704;1465;167;1286;12;t18;20210201;2021-01-31;Podkarpackie
82;1;1;0;3;203;4482;465;93;368;4;t20;20210201;2021-01-31;Podlaskie
243;0;0;0;29;496;13035;1789;272;1494;23;t22;20210201;2021-01-31;Pomorskie
131;5;1;4;2;487;11198;1699;154;1525;20;t24;20210201;2021-01-31;Śląskie
63;0;0;0;3;106;2185;684;81;585;18;t26;20210201;2021-01-31;Świętokrzyskie
82;0;0;0;3;387;7796;571;90;478;3;t28;20210201;2021-01-31;Warmińsko-mazurskie
150;5;2;3;20;612;15371;1447;189;1239;19;t30;20210201;2021-01-31;Wielkopolskie
182;3;1;2;30;503;9048;1133;200;916;17;t32;20210201;2021-01-31;Zachodniopomorskie
4326;253;40;213;17776;5133;152614;42046;5119;36392;535;t00;20210202;2021-02-01;cały kraj
236;23;8;15;1046;337;10229;3652;294;3320;38;t02;20210202;2021-02-01;Dolnośląskie
449;22;0;22;1565;487;10571;3518;531;2938;49;t04;20210202;2021-02-01;Kujawsko-pomorskie
256;19;1;18;852;272;6479;2169;298;1846;25;t06;20210202;2021-02-01;Lubelskie
84;2;2;0;570;149;4377;1052;104;936;12;t08;20210202;2021-02-01;Lubuskie
238;18;2;16;982;299;10020;3229;306;2867;56;t10;20210202;2021-02-01;Łódzkie
244;20;9;11;875;200;7377;2462;263;2166;33;t12;20210202;2021-02-01;Małopolskie
586;44;6;38;2817;820;31563;5207;693;4423;91;t14;20210202;2021-02-01;Mazowieckie
55;8;0;8;344;101;3033;893;69;819;5;t16;20210202;2021-02-01;Opolskie
152;10;2;8;579;169;4813;1950;215;1726;9;t18;20210202;2021-02-01;Podkarpackie
150;2;0;2;614;202;4703;1016;179;832;5;t20;20210202;2021-02-01;Podlaskie
326;32;3;29;1502;536;13420;2254;366;1864;24;t22;20210202;2021-02-01;Pomorskie
343;18;2;16;1674;408;11683;3933;400;3489;44;t24;20210202;2021-02-01;Śląskie
95;1;0;1;292;81;2318;1176;149;1003;24;t26;20210202;2021-02-01;Świętokrzyskie
377;11;4;7;1174;214;7914;2010;410;1582;18;t28;20210202;2021-02-01;Warmińsko-mazurskie
336;9;0;9;1810;484;15369;3247;398;2815;34;t30;20210202;2021-02-01;Wielkopolskie
272;14;1;13;1074;328;8734;2132;302;1780;50;t32;20210202;2021-02-01;Zachodniopomorskie
6802;421;137;284;11722;2711;147257;47208;7484;39078;646;t00;20210203;2021-02-02;cały kraj
392;25;16;9;722;166;9695;3419;484;2896;39;t02;20210203;2021-02-02;Dolnośląskie
432;19;8;11;1029;249;10344;2867;459;2371;37;t04;20210203;2021-02-02;Kujawsko-pomorskie
324;24;3;21;547;111;6149;2359;357;1971;31;t06;20210203;2021-02-02;Lubelskie
196;13;12;1;334;122;4338;1329;213;1103;13;t08;20210203;2021-02-02;Lubuskie
393;53;29;24;681;137;9599;3190;446;2704;40;t10;20210203;2021-02-02;Łódzkie
355;28;18;10;626;112;7534;3010;382;2576;52;t12;20210203;2021-02-02;Małopolskie
1129;93;21;72;2034;405;29923;6973;1256;5573;144;t14;20210203;2021-02-02;Mazowieckie
124;6;0;6;205;58;2923;1026;135;884;7;t16;20210203;2021-02-02;Opolskie
230;15;2;13;346;70;4752;2050;260;1777;13;t18;20210203;2021-02-02;Podkarpackie
237;10;1;9;444;120;4527;1268;263;991;14;t20;20210203;2021-02-02;Podlaskie
647;20;3;17;1014;402;12978;3605;691;2841;73;t22;20210203;2021-02-02;Pomorskie
702;33;6;27;1108;162;11522;4642;776;3822;44;t24;20210203;2021-02-02;Śląskie
95;9;0;9;171;52;2235;1269;111;1132;26;t26;20210203;2021-02-02;Świętokrzyskie
460;11;0;11;680;95;7310;1770;478;1284;8;t28;20210203;2021-02-02;Warmińsko-mazurskie
586;34;17;17;1083;251;14917;3865;632;3191;42;t30;20210203;2021-02-02;Wielkopolskie
378;28;1;27;695;160;8498;2161;402;1723;36;t32;20210203;2021-02-02;Zachodniopomorskie
6496;444;84;360;11147;4863;151201;43943;7131;36172;640;t00;20210204;2021-02-03;cały kraj
388;7;4;3;627;269;9585;3215;434;2747;34;t02;20210204;2021-02-03;Dolnośląskie
719;52;5;47;871;472;10799;3273;779;2446;48;t04;20210204;2021-02-03;Kujawsko-pomorskie
294;44;2;42;482;364;6427;1929;333;1571;25;t06;20210204;2021-02-03;Lubelskie
241;16;8;8;311;147;4301;1240;251;978;11;t08;20210204;2021-02-03;Lubuskie
283;28;2;26;637;273;9766;2884;332;2494;58;t10;20210204;2021-02-03;Łódzkie
272;8;3;5;560;187;7589;2641;320;2270;51;t12;20210204;2021-02-03;Małopolskie
960;91;20;71;1939;696;30424;6441;1076;5253;112;t14;20210204;2021-02-03;Mazowieckie
138;8;1;7;174;80;2978;1104;147;948;9;t16;20210204;2021-02-03;Opolskie
265;20;2;18;329;162;5001;1868;299;1556;13;t18;20210204;2021-02-03;Podkarpackie
298;16;1;15;445;146;4626;1254;324;917;13;t20;20210204;2021-02-03;Podlaskie
564;38;6;32;1055;396;13433;3007;603;2350;54;t22;20210204;2021-02-03;Pomorskie
523;26;1;25;1047;360;11895;4155;571;3523;61;t24;20210204;2021-02-03;Śląskie
91;17;0;17;163;100;2256;1089;110;952;27;t26;20210204;2021-02-03;Świętokrzyskie
483;10;1;9;751;347;8117;1851;498;1334;19;t28;20210204;2021-02-03;Warmińsko-mazurskie
545;42;27;15;1084;484;15187;3477;579;2859;39;t30;20210204;2021-02-03;Wielkopolskie
341;21;1;20;665;308;8796;2255;374;1834;47;t32;20210204;2021-02-03;Zachodniopomorskie
6053;368;67;301;10998;6788;152292;41533;6705;34218;610;t00;20210205;2021-02-04;cały kraj
313;19;12;7;650;356;9341;2732;353;2352;27;t02;20210205;2021-02-04;Dolnośląskie
557;77;5;72;966;649;11041;2853;615;2194;44;t04;20210205;2021-02-04;Kujawsko-pomorskie
264;15;5;10;594;319;6618;2099;299;1768;32;t06;20210205;2021-02-04;Lubelskie
183;7;6;1;360;177;4536;1167;199;957;11;t08;20210205;2021-02-04;Lubuskie
353;19;6;13;583;430;9733;2976;395;2531;50;t10;20210205;2021-02-04;Łódzkie
266;9;4;5;514;329;7345;2255;291;1933;31;t12;20210205;2021-02-04;Małopolskie
961;64;13;51;1957;979;30162;6024;1050;4865;109;t14;20210205;2021-02-04;Mazowieckie
96;1;0;1;162;117;2966;917;104;806;7;t16;20210205;2021-02-04;Opolskie
206;8;0;8;327;206;4971;1930;242;1673;15;t18;20210205;2021-02-04;Podkarpackie
219;16;1;15;349;287;4669;1010;244;754;12;t20;20210205;2021-02-04;Podlaskie
507;43;0;43;1022;577;14189;2322;548;1725;49;t22;20210205;2021-02-04;Pomorskie
542;23;0;23;1028;633;11484;4106;603;3460;43;t24;20210205;2021-02-04;Śląskie
149;14;1;13;156;104;2293;1263;207;991;65;t26;20210205;2021-02-04;Świętokrzyskie
394;14;3;11;667;419;8660;1629;409;1197;23;t28;20210205;2021-02-04;Warmińsko-mazurskie
603;25;10;15;1083;706;15459;3908;663;3200;45;t30;20210205;2021-02-04;Wielkopolskie
